5500K Daylight Simulation - 'Intense' Saturation
Measured with: ,NIST's Instrument Systems Compact Array Spectrometer
558, 0.17959
559, 0.16958
560, 0.15981
561, 0.15240
562, 0.14402
563, 0.13690
564, 0.13050
565, 0.12519
566, 0.12003
567, 0.11599
568, 0.11118
569, 0.10833
570, 0.10806
571, 0.10767
572, 0.10806
573, 0.11002
574, 0.11186
575, 0.11709
576, 0.12115
577, 0.12843
578, 0.13534
579, 0.14335
580, 0.15375
581, 0.16630
582, 0.17869
583, 0.19583
584, 0.21394
585, 0.23450
586, 0.25846
587, 0.28336
588, 0.30789
589, 0.32743
590, 0.33888
591, 0.33949
592, 0.32501
593, 0.29951
594, 0.26608
595, 0.22932
596, 0.19711
597, 0.16922
598, 0.14767
599, 0.13233
600, 0.12079
601, 0.11258
602, 0.10723
603, 0.10416
604, 0.10184
605, 0.10156
606, 0.10352
607, 0.10670
608, 0.11156
609, 0.11730
610, 0.12434
611, 0.13442
612, 0.14341
613, 0.15399
614, 0.16717
615, 0.18105
616, 0.19705
617, 0.21393
618, 0.23250
619, 0.25293
620, 0.27822
621, 0.30449
622, 0.33770
623, 0.37107
624, 0.41077
625, 0.45564
626, 0.50465
627, 0.55867
628, 0.61763
629, 0.67702
630, 0.73774
631, 0.79787
632, 0.85585
633, 0.90637
634, 0.95165
635, 0.98761
636, 1.00000
637, 0.99724
638, 0.96855
639, 0.91379
640, 0.83616
641, 0.74193
642, 0.64430
643, 0.54401
644, 0.45852
645, 0.38366
646, 0.31746
647, 0.26603
648, 0.22336
649, 0.18834
650, 0.16010
651, 0.13574
652, 0.11486
653, 0.09769
654, 0.08255
655, 0.06984
656, 0.06005
657, 0.05019
658, 0.04358
659, 0.03672
660, 0.03134
661, 0.02788
662, 0.02411
663, 0.02053
664, 0.01793
665, 0.01576
666, 0.01356
667, 0.01187
668, 0.01092
669, 0.00974
670, 0.00878
671, 0.00749
672, 0.00608
673, 0.00618
674, 0.00586
675, 0.00499
676, 0.00433
677, 0.00372
678, 0.00358
679, 0.00364
680, 0.00321
681, 0.00288
682, 0.00238
683, 0.00323
684, 0.00241
685, 0.00247
686, 0.00232
687, 0.00221
688, 0.00226
689, 0.00201
690, 0.00209
691, 0.00137
692, 0.00202
693, 0.00164
694, 0.00214
695, 0.00177
696, 0.00165
697, 0.00142
698, 0.00092
699, 0.00178
700, 0.00170
701, 0.00160
702, 0.00140
703, 0.00202
704, 0.00180
705, 0.00098
706, 0.00178
707, 0.00225
708, 0.00154
709, 0.00116
710, 0.00153
711, 0.00213
712, 0.00137
713, 0.00136
714, 0.00113
715, 0.00163
716, 0.00132
717, 0.00136
718, 0.00072
719, 0.00118
720, 0.00115
721, 0.00159
722, 0.00134
723, 0.00104
724, 0.00080
725, 0.00160
726, 0.00158
727, 0.00100
728, 0.00096
729, 0.00118
730, 0.00095
731, 0.00090
732, 0.00110
733, 0.00108
734, 0.00102
735, 0.00104
736, 0.00131
737, 0.00100
738, 0.00123
739, 0.00053
740, 0.00134
741, 0.00046
742, 0.00132
743, 0.00055
744, 0.00047
745, 0.00081
746, 0.00050
747, 0.00138
748, 0.00095
749, 0.00069
750, 0.00088
751, 0.00030
752, 0.00071
753, 0.00089
754, 0.00131
755, 0.00060
756, 0.00028
757, 0.00007
758, 0.00023
759, 0.00075
760, 0.00045
761, 0.00081
762, 0.00057
763, 0.00075
764, -0.00033
765, 0.00041
766, -0.00049
767, 0.00007
768, 0.00051
769, 0.00052
770, -0.00023
771, -0.00014
772, 0.00079
773, 0.00018
774, -0.00001
775, 0.00067
776, 0.00022
777, 0.00043
778, 0.00016
779, -0.00014
780, 0.00044
