3200K Tungsten Simulation - 'Bad' CRI
Measured with: ,NIST's Instrument Systems Compact Array Spectrometer
558, 0.08840
559, 0.08525
560, 0.08260
561, 0.07965
562, 0.07807
563, 0.07720
564, 0.07711
565, 0.07830
566, 0.08138
567, 0.08535
568, 0.09108
569, 0.09764
570, 0.10801
571, 0.11946
572, 0.13278
573, 0.14881
574, 0.16852
575, 0.18847
576, 0.21317
577, 0.24184
578, 0.27002
579, 0.30495
580, 0.34266
581, 0.38457
582, 0.43082
583, 0.48311
584, 0.54360
585, 0.60834
586, 0.68247
587, 0.76194
588, 0.84206
589, 0.91808
590, 0.97545
591, 1.00000
592, 0.98668
593, 0.92879
594, 0.83341
595, 0.72201
596, 0.60609
597, 0.50127
598, 0.41491
599, 0.34543
600, 0.29088
601, 0.24597
602, 0.21361
603, 0.18473
604, 0.16222
605, 0.14189
606, 0.12594
607, 0.11266
608, 0.10156
609, 0.09246
610, 0.08571
611, 0.08146
612, 0.07814
613, 0.07715
614, 0.07678
615, 0.07821
616, 0.07921
617, 0.08249
618, 0.08626
619, 0.09148
620, 0.09731
621, 0.10603
622, 0.11510
623, 0.12527
624, 0.13787
625, 0.15121
626, 0.16724
627, 0.18379
628, 0.20242
629, 0.22048
630, 0.23896
631, 0.25768
632, 0.27636
633, 0.29135
634, 0.30317
635, 0.31192
636, 0.31429
637, 0.30900
638, 0.29727
639, 0.27586
640, 0.24881
641, 0.21921
642, 0.18712
643, 0.15721
644, 0.13230
645, 0.10959
646, 0.09172
647, 0.07635
648, 0.06494
649, 0.05470
650, 0.04609
651, 0.03970
652, 0.03390
653, 0.02847
654, 0.02429
655, 0.02115
656, 0.01771
657, 0.01526
658, 0.01333
659, 0.01125
660, 0.00982
661, 0.00842
662, 0.00738
663, 0.00650
664, 0.00578
665, 0.00496
666, 0.00484
667, 0.00383
668, 0.00368
669, 0.00278
670, 0.00289
671, 0.00235
672, 0.00231
673, 0.00239
674, 0.00240
675, 0.00182
676, 0.00182
677, 0.00202
678, 0.00194
679, 0.00174
680, 0.00137
681, 0.00139
682, 0.00137
683, 0.00107
684, 0.00132
685, 0.00143
686, 0.00114
687, 0.00151
688, 0.00105
689, 0.00102
690, 0.00082
691, 0.00115
692, 0.00122
693, 0.00100
694, 0.00118
695, 0.00105
696, 0.00072
697, 0.00131
698, 0.00079
699, 0.00078
700, 0.00083
701, 0.00087
702, 0.00050
703, 0.00069
704, 0.00104
705, 0.00045
706, 0.00051
707, 0.00061
708, 0.00053
709, 0.00076
710, 0.00104
711, 0.00081
712, 0.00082
713, 0.00077
714, 0.00039
715, 0.00039
716, 0.00071
717, 0.00060
718, 0.00067
719, 0.00076
720, 0.00077
721, 0.00027
722, 0.00038
723, 0.00088
724, 0.00064
725, 0.00050
726, 0.00051
727, 0.00046
728, 0.00037
729, 0.00049
730, 0.00062
731, 0.00062
732, 0.00060
733, 0.00069
734, 0.00073
735, 0.00060
736, -0.00055
737, 0.00042
738, 0.00019
739, 0.00071
740, 0.00080
741, 0.00108
742, 0.00092
743, 0.00046
744, 0.00109
745, 0.00105
746, 0.00057
747, 0.00055
748, 0.00067
749, 0.00046
750, 0.00069
751, 0.00062
752, 0.00062
753, 0.00104
754, 0.00115
755, 0.00077
756, 0.00080
757, 0.00057
758, 0.00059
759, 0.00047
760, 0.00048
761, 0.00114
762, 0.00097
763, 0.00114
764, 0.00084
765, 0.00089
766, 0.00027
767, 0.00060
768, 0.00041
769, 0.00036
770, 0.00042
771, 0.00096
772, 0.00053
773, 0.00062
774, 0.00025
775, 0.00112
776, 0.00030
777, 0.00024
778, 0.00084
779, 0.00034
780, 0.00046
