3200K Tungsten Simulation - 'Good' CRI
Measured with: ,NIST's Instrument Systems Compact Array Spectrometer
558, 0.14343
559, 0.13598
560, 0.13007
561, 0.12474
562, 0.11914
563, 0.11540
564, 0.11266
565, 0.11136
566, 0.11023
567, 0.11079
568, 0.11352
569, 0.11760
570, 0.12326
571, 0.13031
572, 0.13985
573, 0.15176
574, 0.16473
575, 0.18190
576, 0.20087
577, 0.22249
578, 0.24667
579, 0.27315
580, 0.30419
581, 0.33824
582, 0.37708
583, 0.41886
584, 0.46796
585, 0.52329
586, 0.58444
587, 0.65069
588, 0.71633
589, 0.77297
590, 0.81072
591, 0.82049
592, 0.79687
593, 0.73869
594, 0.65669
595, 0.56367
596, 0.47529
597, 0.39606
598, 0.33461
599, 0.28417
600, 0.24714
601, 0.21848
602, 0.19685
603, 0.17979
604, 0.16576
605, 0.15665
606, 0.14938
607, 0.14531
608, 0.14249
609, 0.14302
610, 0.14654
611, 0.15141
612, 0.15764
613, 0.16755
614, 0.17661
615, 0.18922
616, 0.20203
617, 0.21903
618, 0.23662
619, 0.25585
620, 0.28064
621, 0.30705
622, 0.33714
623, 0.37179
624, 0.41256
625, 0.45688
626, 0.50522
627, 0.55774
628, 0.61581
629, 0.67819
630, 0.73802
631, 0.79704
632, 0.85539
633, 0.90873
634, 0.95163
635, 0.98870
636, 1.00000
637, 0.99720
638, 0.96874
639, 0.91192
640, 0.83373
641, 0.74071
642, 0.64104
643, 0.54401
644, 0.45624
645, 0.38181
646, 0.31717
647, 0.26554
648, 0.22259
649, 0.18781
650, 0.15940
651, 0.13489
652, 0.11467
653, 0.09757
654, 0.08236
655, 0.07086
656, 0.05940
657, 0.04993
658, 0.04355
659, 0.03749
660, 0.03173
661, 0.02756
662, 0.02334
663, 0.02070
664, 0.01884
665, 0.01539
666, 0.01347
667, 0.01225
668, 0.01079
669, 0.00966
670, 0.00894
671, 0.00785
672, 0.00707
673, 0.00637
674, 0.00588
675, 0.00461
676, 0.00470
677, 0.00410
678, 0.00428
679, 0.00399
680, 0.00335
681, 0.00323
682, 0.00309
683, 0.00251
684, 0.00279
685, 0.00248
686, 0.00269
687, 0.00205
688, 0.00181
689, 0.00178
690, 0.00158
691, 0.00186
692, 0.00178
693, 0.00199
694, 0.00201
695, 0.00116
696, 0.00148
697, 0.00206
698, 0.00144
699, 0.00142
700, 0.00098
701, 0.00124
702, 0.00109
703, 0.00133
704, 0.00134
705, 0.00103
706, 0.00109
707, 0.00140
708, 0.00194
709, 0.00126
710, 0.00155
711, 0.00134
712, 0.00145
713, 0.00149
714, 0.00093
715, 0.00084
716, 0.00139
717, 0.00133
718, 0.00140
719, 0.00147
720, 0.00141
721, 0.00112
722, 0.00094
723, 0.00099
724, 0.00136
725, 0.00110
726, 0.00105
727, 0.00058
728, 0.00095
729, 0.00074
730, 0.00074
731, 0.00085
732, 0.00096
733, 0.00078
734, 0.00048
735, 0.00103
736, 0.00093
737, 0.00168
738, 0.00121
739, 0.00071
740, 0.00160
741, 0.00174
742, 0.00053
743, 0.00059
744, 0.00034
745, 0.00118
746, 0.00122
747, 0.00073
748, 0.00095
749, 0.00062
750, 0.00078
751, 0.00094
752, 0.00181
753, 0.00058
754, 0.00125
755, 0.00082
756, 0.00092
757, 0.00015
758, 0.00075
759, 0.00171
760, 0.00099
761, 0.00065
762, 0.00126
763, 0.00120
764, 0.00103
765, 0.00119
766, 0.00097
767, 0.00145
768, 0.00118
769, -0.00014
770, -0.00012
771, 0.00087
772, 0.00097
773, 0.00046
774, 0.00018
775, 0.00048
776, 0.00085
777, 0.00078
778, 0.00024
779, 0.00008
780, 0.00052
