3200K Tungsten Simulation
Measured with: ,NIST's Instrument Systems Compact Array Spectrometer
559, 0.37828
560, 0.37920
561, 0.37978
562, 0.38076
563, 0.38217
564, 0.38370
565, 0.38605
566, 0.38430
567, 0.38810
568, 0.38757
569, 0.38917
570, 0.39227
571, 0.39385
572, 0.39521
573, 0.39805
574, 0.40084
575, 0.40315
576, 0.40752
577, 0.41190
578, 0.41400
579, 0.42148
580, 0.42493
581, 0.42950
582, 0.43762
583, 0.44360
584, 0.45286
585, 0.46145
586, 0.47244
587, 0.48310
588, 0.49235
589, 0.49858
590, 0.50344
591, 0.50025
592, 0.49255
593, 0.47754
594, 0.46031
595, 0.44129
596, 0.42536
597, 0.41317
598, 0.40213
599, 0.39258
600, 0.38640
601, 0.38207
602, 0.37818
603, 0.37658
604, 0.37449
605, 0.37250
606, 0.37308
607, 0.37290
608, 0.37724
609, 0.37680
610, 0.37977
611, 0.38463
612, 0.39002
613, 0.39705
614, 0.40458
615, 0.41094
616, 0.42140
617, 0.43196
618, 0.44270
619, 0.45906
620, 0.47460
621, 0.49450
622, 0.51683
623, 0.54074
624, 0.57353
625, 0.60534
626, 0.64354
627, 0.68273
628, 0.72716
629, 0.77287
630, 0.82068
631, 0.86433
632, 0.90822
633, 0.94458
634, 0.97777
635, 0.99599
636, 1.00000
637, 0.98837
638, 0.95612
639, 0.90149
640, 0.82786
641, 0.74583
642, 0.65912
643, 0.57902
644, 0.50624
645, 0.44368
646, 0.38940
647, 0.34757
648, 0.31098
649, 0.28196
650, 0.25704
651, 0.23446
652, 0.21565
653, 0.19956
654, 0.18450
655, 0.17211
656, 0.16079
657, 0.15007
658, 0.14372
659, 0.13674
660, 0.13013
661, 0.12438
662, 0.11804
663, 0.11352
664, 0.11001
665, 0.10590
666, 0.10203
667, 0.09956
668, 0.09598
669, 0.09262
670, 0.09027
671, 0.08779
672, 0.08538
673, 0.08271
674, 0.08058
675, 0.07722
676, 0.07849
677, 0.07439
678, 0.07269
679, 0.07047
680, 0.06947
681, 0.06755
682, 0.06665
683, 0.06473
684, 0.06336
685, 0.06188
686, 0.06056
687, 0.05980
688, 0.05845
689, 0.05594
690, 0.05455
691, 0.05482
692, 0.05324
693, 0.05181
694, 0.05088
695, 0.04959
696, 0.04790
697, 0.04683
698, 0.04736
699, 0.04459
700, 0.04381
701, 0.04276
702, 0.04135
703, 0.04046
704, 0.03918
705, 0.03849
706, 0.03827
707, 0.03695
708, 0.03618
709, 0.03499
710, 0.03481
711, 0.03319
712, 0.03322
713, 0.03120
714, 0.03134
715, 0.03044
716, 0.03034
717, 0.02888
718, 0.02739
719, 0.02725
720, 0.02564
721, 0.02528
722, 0.02502
723, 0.02351
724, 0.02361
725, 0.02335
726, 0.02205
727, 0.02127
728, 0.02042
729, 0.01960
730, 0.01973
731, 0.01934
732, 0.01928
733, 0.01782
734, 0.01843
735, 0.01750
736, 0.01714
737, 0.01726
738, 0.01556
739, 0.01483
740, 0.01576
741, 0.01528
742, 0.01455
743, 0.01490
744, 0.01454
745, 0.01381
746, 0.01311
747, 0.01203
748, 0.01294
749, 0.01354
750, 0.01255
751, 0.01154
752, 0.01147
753, 0.01070
754, 0.01069
755, 0.01031
756, 0.01052
757, 0.01088
758, 0.01039
759, 0.00942
760, 0.00869
761, 0.00927
762, 0.00927
763, 0.00934
764, 0.00841
765, 0.00805
766, 0.00788
767, 0.00774
768, 0.00781
769, 0.00719
770, 0.00680
771, 0.00806
772, 0.00757
773, 0.00733
774, 0.00654
775, 0.00596
776, 0.00648
777, 0.00661
778, 0.00650
779, 0.00734
780, 0.00568
