5500K Daylight Simulation - 'Good' CRI
Measured with: ,NIST's Instrument Systems Compact Array Spectrometer
558, 0.23154
559, 0.22015
560, 0.20901
561, 0.19967
562, 0.19014
563, 0.18124
564, 0.17436
565, 0.16923
566, 0.16519
567, 0.16312
568, 0.16236
569, 0.16223
570, 0.16500
571, 0.17192
572, 0.17817
573, 0.18779
574, 0.19991
575, 0.21380
576, 0.23024
577, 0.25049
578, 0.27241
579, 0.29745
580, 0.32682
581, 0.36124
582, 0.39658
583, 0.43916
584, 0.48868
585, 0.54296
586, 0.60380
587, 0.66730
588, 0.72827
589, 0.78385
590, 0.81672
591, 0.82115
592, 0.79186
593, 0.72656
594, 0.64234
595, 0.54915
596, 0.46264
597, 0.38678
598, 0.32721
599, 0.27990
600, 0.24398
601, 0.21767
602, 0.19686
603, 0.18086
604, 0.16636
605, 0.15761
606, 0.15024
607, 0.14683
608, 0.14400
609, 0.14457
610, 0.14836
611, 0.15301
612, 0.16012
613, 0.16929
614, 0.17937
615, 0.19132
616, 0.20527
617, 0.22203
618, 0.23836
619, 0.26022
620, 0.28385
621, 0.31152
622, 0.34416
623, 0.38025
624, 0.41878
625, 0.46232
626, 0.51268
627, 0.56674
628, 0.62331
629, 0.68437
630, 0.74488
631, 0.80272
632, 0.86039
633, 0.91198
634, 0.95553
635, 0.98422
636, 1.00000
637, 0.98764
638, 0.95532
639, 0.89492
640, 0.81177
641, 0.71749
642, 0.61895
643, 0.52294
644, 0.43758
645, 0.36376
646, 0.30386
647, 0.25521
648, 0.21417
649, 0.18114
650, 0.15221
651, 0.12958
652, 0.11057
653, 0.09454
654, 0.08038
655, 0.06756
656, 0.05759
657, 0.04964
658, 0.04188
659, 0.03653
660, 0.03077
661, 0.02593
662, 0.02289
663, 0.02055
664, 0.01824
665, 0.01588
666, 0.01358
667, 0.01201
668, 0.01053
669, 0.00957
670, 0.00892
671, 0.00774
672, 0.00635
673, 0.00594
674, 0.00513
675, 0.00476
676, 0.00485
677, 0.00393
678, 0.00323
679, 0.00379
680, 0.00305
681, 0.00322
682, 0.00271
683, 0.00254
684, 0.00314
685, 0.00269
686, 0.00252
687, 0.00263
688, 0.00256
689, 0.00249
690, 0.00182
691, 0.00214
692, 0.00212
693, 0.00301
694, 0.00154
695, 0.00215
696, 0.00156
697, 0.00174
698, 0.00202
699, 0.00191
700, 0.00142
701, 0.00180
702, 0.00171
703, 0.00185
704, 0.00188
705, 0.00222
706, 0.00200
707, 0.00212
708, 0.00114
709, 0.00196
710, 0.00195
711, 0.00104
712, 0.00200
713, 0.00160
714, 0.00153
715, 0.00225
716, 0.00015
717, 0.00147
718, 0.00129
719, 0.00100
720, 0.00097
721, 0.00122
722, 0.00132
723, 0.00221
724, 0.00087
725, 0.00258
726, 0.00165
727, 0.00183
728, 0.00211
729, 0.00173
730, 0.00055
731, 0.00154
732, 0.00166
733, 0.00151
734, 0.00130
735, 0.00142
736, 0.00110
737, 0.00075
738, 0.00063
739, 0.00198
740, 0.00195
741, -0.00000
742, 0.00161
743, 0.00185
744, 0.00122
745, 0.00121
746, 0.00136
747, 0.00122
748, 0.00098
749, 0.00062
750, 0.00151
751, 0.00137
752, 0.00075
753, 0.00103
754, -0.00034
755, 0.00147
756, 0.00157
757, 0.00174
758, 0.00181
759, -0.00007
760, -0.00005
761, 0.00192
762, 0.00112
763, 0.00101
764, 0.00159
765, 0.00140
766, 0.00069
767, 0.00037
768, 0.00071
769, 0.00126
770, -0.00040
771, 0.00071
772, 0.00075
773, 0.00139
774, 0.00132
775, 0.00142
776, 0.00054
777, 0.00141
778, 0.00227
779, 0.00100
780, 0.00197
